"2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
0.0,32.6,9.0,23.0,42.5,19.5,53.6,24.0,77.0,25.0,47.6,42.0,41.0,43.3
