"2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
9.5,49.7,41.0,44.1,57.7,70.5,46.2,58.8,65.5,62.8,52.2,45.7,27.8,60.6,25.0,60.0 
